,Unnamed: 0,날짜,기사제목
580,0, 2021.12.27 16:56,"‘신작 흥행’ 카카오게임즈, NFT·메타버스로 시장 넓힌다"
581,1, 2021.12.22 09:40,"이재명도 긍정한 NFT...""위메이드·카카오게임즈 가장 앞서"""
582,2, 2021.12.15 17:07,CEO 체제 정비한 카카오게임즈 '글로벌 정조준'
583,3, 2021.12.10 17:15,"카카오게임즈, ‘오딘 성공주역’ 조계현 단독 대표 전환"
584,4, 2021.12.10 16:22,카카오게임즈 떠나는 남궁훈…조계현 단독 대표체제 출범
585,5, 2021.12.10 16:16,"카카오게임즈 남궁훈 대표, 대표이사직 사임...조계현 단독대표 체제"
586,6, 2021.12.05 10:34,코스닥 주간 기관 순매도 1위 '카카오게임즈'
587,7, 2021.12.05 10:33,코스닥 주간 외국인 순매수 1위 '카카오게임즈'
588,8, 2021.12.02 17:24,"카카오게임즈, ‘이터널 리턴 코스프레 페스티벌’ 참가자 모집"
589,9, 2021.12.01 19:02,(영상)코스피 '연중 최저치' 찍은 날 공매도 1조…크래프톤·카카오게임...
590,10, 2021.12.01 08:28,"카카오게임즈, 오딘+NFT '스토리' 갖췄다…""목표주가 12만원"""
591,11, 2021.12.01 08:22,"카카오게임즈, 영업이익 개선 기대…목표가 12만원-삼성"
592,12, 2021.12.01 08:17,"""카카오게임즈, 오딘 흥행 입증···목표주가 12만원 제시"""
593,13, 2021.12.01 08:10,"""카카오게임즈, 오딘發 실적 성장에 NFT 스토리까지""-삼성"
594,14, 2021.12.01 07:50,"[클릭 e종목]""카카오게임즈, '오딘' 글로벌 확장으로 이익 개선 기..."
595,15, 2021.11.30 10:34,"카카오게임즈 남궁훈, 카카오 미래 먹거리 발굴한다"
596,0, 2021.07.13 13:30,[종목속으로] 오딘 실적에 반등한 카카오게임즈…아직 남은 과제들
597,1, 2021.07.13 11:28,[주식 초고수는 지금] 코스닥 시총 2위 재탈환 카카오게임즈 집중 매수
598,2, 2021.07.13 10:31,'미친 급등' 카카오게임즈 살까 말까…거품론 '솔솔'
599,3, 2021.07.13 10:27,"카카오게임즈, 애니 3D 미소녀 게임 ‘에버소울’ 일러스트 공개"
600,4, 2021.07.13 06:30,"[1일IT템]MZ세대, 카카오게임즈 '오딘' 흥행 이끌었다..'린저씨 ..."
601,5, 2021.07.12 17:48,"카카오게임즈, ‘오딘 천하’ 열었네"
602,6, 2021.07.12 16:49,‘방콕족’에 게임株 활짝 … 몸값 높아지는 카카오게임즈·펄어비스
603,7, 2021.07.12 16:45,[증시 이슈] 코스닥 시총 2위 싸움 치열… 카카오게임즈 5%↓
604,8, 2021.07.12 16:10,"""너무 올랐나?"" 무섭게 오르던 카카오게임즈 5% 급락, 증권가 과열 ..."
605,9, 2021.07.12 08:50,"이베스트證 ""카카오게임즈, 오딘 흥행에 목표가 올렸지만…투자의견 '보..."
606,10, 2021.07.12 08:07,"카카오게임즈, 신작 '오딘' 매출순위 1위 지킬 것-이베스트"
607,11, 2021.07.12 07:54,"카카오게임즈, 오딘 전망치 상향에 목표가 30%↑…투자의견 `보유`↓"
608,12, 2021.07.12 15:41,"""그동안 너무 올랐나""…카카오게임즈, 5%대 하락"
