,Unnamed: 0,날짜,기사제목
219,3, 2021.09.27 09:35,"“카카오, 반년새 검찰·청와대 등 권력기관 퇴직자 집중 채용”"
220,4, 2021.09.27 09:21,"코스피, 3120선 보합 출발…카카오 2%↑"
221,5, 2021.09.27 08:58,"현대차증권 “카카오, 최근 주가 하락폭은 과도…매수 기회”"
222,6, 2021.09.27 08:48,"""카카오, 최근 주가 하락폭은 과도…저가 매수 기회""-현대차證"
223,7, 2021.09.27 08:20,"[클릭 e종목] ""과도하게 움츠러든 카카오, 잠재력은 여전"""
224,8, 2021.09.27 08:13,"""카카오, 캐시카우·추가 상생방안 기대…저점 매수 시점""-현대차증권"
225,9, 2021.09.27 07:53,"카카오, 최근 낙폭 과도…빅테크 저점 매수 시점 -현대차"
226,10, 2021.09.27 05:01,"카카오, 5년간 기프티콘 환불 수수료로 717억원 벌었다"
227,11, 2021.09.26 18:06,[기자의 눈]카카오는 괴물이 아니다
228,12, 2021.09.26 10:53,[단독] 올 매일 100억씩 번 두나무···'네이버+카카오' 영업익의 ...
229,13, 2021.09.25 18:36,카카오發 상생 논란···쿠팡은 상생 기업일까[백주원의 리셀]
230,0, 2021.09.27 05:01,"카카오, 5년간 기프티콘 환불 수수료로 717억원 벌었다"
231,1, 2021.09.26 18:06,[기자의 눈]카카오는 괴물이 아니다
232,2, 2021.09.26 10:53,[단독] 올 매일 100억씩 번 두나무···'네이버+카카오' 영업익의 ...
233,3, 2021.09.25 18:36,카카오發 상생 논란···쿠팡은 상생 기업일까[백주원의 리셀]
234,4, 2021.09.25 13:30,"카카오·네이버페이가 점령한 간편결제… 은행·카드사들 ""우리도 있어요"""
235,5, 2021.09.25 09:41,공매도 1위 카카오…카카오는 왜 공매도 세력 타깃 됐나
236,6, 2021.09.24 17:40,"""떨어질만큼 떨어졌다?""…카카오 7거래일만에 올랐다, 계속 갈 수 있나..."
237,7, 2021.09.24 16:56,"코스피, 기관 '팔자'에 3120선 마감…카카오, 7거래일만에 반등"
238,8, 2021.09.24 16:30,"[마켓뷰] 방향성 모호한 코스피, 약보합 마감…카카오 반등"
239,9, 2021.09.24 16:24,"카카오, 7거래일 만의 반등…LG화학과 시총 격차 좁혀"
240,0, 2021.09.24 16:07,"코스피, 中 헝다쇼크 속 기관 매도에 상승폭 반납…카카오 3%대↑"
241,1, 2021.09.24 16:02,"[마감시황] 카카오, 외국인·기관 매수세에 3.91% 올라"
242,2, 2021.09.24 15:54,"카카오, 외인·기관 순매수에 7거래일만 반등 마감"
243,3, 2021.09.24 15:42,카카오 조정 마무리?···7거래일만에 4% 상승
244,4, 2021.09.24 14:43,"25% 빠진 카카오, 7거래일 만에 반등 성공 … 바닥 찍었나"
245,5, 2021.09.24 09:32,카카오 바닥 찍었나…7거래일 만에 반등
246,6, 2021.09.24 09:13,"25% 빠진 카카오, '바닥 찍었나'…7거래일만에 반등"
247,7, 2021.09.24 14:17,7거래일 만에 반등한 카카오...증권가 목표가 낮추지만 바닥론도 솔솔
248,8, 2021.09.24 13:29,[오후 주식시장은]하락 전환한 코스피...카카오 4% 올라 12만원 회...
249,9, 2021.09.24 12:01,카카오 관련주로 묶인 바이브컴퍼니 보름 만에 시총 10% 넘게 사라져
250,10, 2021.09.24 12:00,"금소법 시행 하루 앞두고 카카오 3% 반등…""중장기 성장 유효"""
251,11, 2021.09.24 11:47,카카오·네이버 '동반 추락'…증권가 '운명의 시선'은 엇갈렸다
252,0, 2021.09.24 10:22,"같은 '악재' 다른 '주가'…폭락하는 카카오, 선방한 네이버"
253,1, 2021.09.24 10:21,"'바닥론' 카카오, 3% 넘게 반등…아직 안 끝났다?"
254,2, 2021.09.24 09:30,증권가 카카오 목표주가 17% 하향에도…카카오 6거래일 만에 반등세
255,3, 2021.09.24 08:38,"카카오, 플랫폼 사업 규제로 목표가 조정 불가피-이베스트투자증권"
256,4, 2021.09.24 08:22,"이베스트 “카카오, 단기적 관망…목표가 18만2000원→15만원 하향..."
257,5, 2021.09.24 08:03,"[클릭 e종목] “카카오, 단기적으로는 관망해야”"
258,6, 2021.09.24 07:56,"카카오, 상승 잠재력 있으나 단기적 관망…목표가↓-이베스트"
259,7, 2021.09.24 07:55,"카카오, 목표주가 18.2만→15만원-이베스트"
260,8, 2021.09.24 07:49,"카카오, 플랫폼 규제로 가치 하향…목표가↓-이베스트"
261,9, 2021.09.24 09:50,"""드디어 오른다""…카카오 7거래일만의 상승, 154만 개미 주주 웃을까"
262,10, 2021.09.24 09:47,"카카오, 3%대 상승…7거래일 만에 반등"
263,11, 2021.09.24 09:25,"[특징주] 카카오, 7거래일만에 반등 조짐···3%대 상승 출발"
264,12, 2021.09.24 09:32,카카오 바닥 찍었나…7거래일 만에 반등
265,13, 2021.09.24 09:13,"25% 빠진 카카오, '바닥 찍었나'…7거래일만에 반등"
266,14, 2021.09.24 09:23,"코스피, 개인 '사자'에 강보합…카카오 3% 반등 시도"
