,Unnamed: 0,날짜,기사제목
170,7, 2021.07.21 15:51,"우리금융, 상반기 순익 1조4000억…역대 최대 '깜짝 실적'"
171,8, 2021.07.21 17:32,"우리금융, 상반기 순익 1.4조…지난해 연간실적 넘었다(종합)"
172,9, 2021.07.21 16:11,"우리금융, 상반기 순이익 1조4197억원…작년 순이익 뛰어넘어"
173,10, 2021.07.21 15:50,"우리금융, 지주 전환 후 상반기 최대실적 1조4197억 '어닝서프라이..."
174,11, 2021.07.21 17:25,"우리금융 ""기준금리 인상, 이자 수익↑"" 기대 (컨콜종합)"
175,12, 2021.07.21 16:51,"우리금융지주, 상반기 당기순이익 1.4조...전년비 115%↑"
176,13, 2021.07.21 15:55,"우리금융지주, 상반기 당기순이익 1.4조...전년비 115%↑"
177,14, 2021.07.21 16:47,"""우리도 놀랐다"" 우리금융, 상반기 순익 1조4197억원…'사상최대'"
178,15, 2021.07.21 16:15,"우리금융 상반기 이익, 작년 한해 치 넘었다…창사이래 최대[인더머니]"
179,16, 2021.07.21 15:52,"우리금융, 상반기 순이익 1조 4197억원...전년 연간 순이익 넘어..."
180,17, 2021.07.21 15:51,"우리금융, '어닝 서프라이즈'…상반기 순이익 1조4197억원"
181,18, 2021.07.21 16:46,"우리금융캐피탈, 상반기 영업익 1129억…전년비 39.3% ↑"
182,19, 2021.07.21 16:04,"[공시] 우리은행, 상반기 잠정 순이익 1.3조…전년동기比 88.17%..."
183,0, 2021.07.21 16:15,"우리금융 상반기 이익, 작년 한해 치 넘었다…창사이래 최대[인더머니]"
184,1, 2021.07.21 15:52,"우리금융, 상반기 순이익 1조 4197억원...전년 연간 순이익 넘어..."
185,2, 2021.07.21 15:51,"우리금융, '어닝 서프라이즈'…상반기 순이익 1조4197억원"
186,3, 2021.07.21 16:11,"우리금융, 상반기 순이익 1조4197억원…작년 순이익 뛰어넘어"
187,4, 2021.07.21 15:50,"우리금융, 지주 전환 후 상반기 최대실적 1조4197억 '어닝서프라이..."
188,5, 2021.07.21 16:04,"[공시] 우리은행, 상반기 잠정 순이익 1.3조…전년동기比 88.17%..."
189,6, 2021.07.21 16:01,"우리은행, 상반기 영업익 1조6550억…전년비 59.5% ↑"
190,7, 2021.07.21 15:59,"우리금융지주, 올해 상반기 지배주주순이익 1조 4,197억...전년比 ..."
191,8, 2021.07.21 15:55,"우리금융지주, 상반기 영업익 1조9835억…전년비 69.2% ↑"
192,9, 2021.07.21 15:55,"우리금융지주, 상반기 당기순이익 1.4조...전년비 115%↑"
193,10, 2021.07.21 15:54,"우리금융, 상반기 당기순익 1.4조 달성… 지주 전환 후 최대 실적"
194,11, 2021.07.21 15:49,"우리금융, 어닝서프라이즈 기록..분기·반기 역대 최대(종합)"
195,12, 2021.07.21 15:51,"[공시] 우리금융지주, 상반기 잠정 순이익 1.5조…전년동기比 98.5..."
196,13, 2021.07.21 15:51,"우리금융, 상반기 순익 1조4000억…역대 최대 '깜짝 실적'"
197,0, 2021.07.21 15:51,"우리금융, 상반기 순익 1조4000억…역대 최대 '깜짝 실적'"
198,1, 2021.07.21 15:51,"우리금융, '어닝 서프라이즈'…상반기 순이익 1조4197억원"
199,2, 2021.07.21 15:50,"우리금융, 지주 전환 후 상반기 최대실적 1조4197억 '어닝서프라이즈..."
200,3, 2021.07.21 15:49,"우리금융, 어닝서프라이즈 기록..분기·반기 역대 최대(종합)"
201,4, 2021.07.21 15:48,"우리금융, 올 상반기 당기순익 1.4조원..전년비 114% ↑"
202,5, 2021.07.21 10:30,"우리은행, 혁신성장 기업 발굴해 직접투자한다"
203,6, 2021.07.20 17:31,"우리은행 ""30억 이상 고액 자산가 모십니다"""
204,7, 2021.07.20 17:29,"우리은행, 강북에 ‘30억 이상 초고액 자산가 특화점포’ 오픈"
205,8, 2021.07.20 10:16,"우리은행, 강북 30억 이상 자산가 대상 특화점포 개점"
206,9, 2021.07.20 09:33,"우리은행, 강북지역 초고액 자산가 대상 'TCE 본점센터' 개설"
207,10, 2021.07.20 14:51,"우리은행, 강북 초고액자산가 특화점포 'TCE본점센터' 개점"
208,11, 2021.07.20 08:53,"우리은행, 본점에 초고액자산가 대상 특화점포 개점"
209,12, 2021.07.20 14:29,우리금융 잔여지분 매각 곧 재개…2022년 '완전 민영화' 목표(종합)
210,13, 2021.07.20 11:08,"우리금융, 민영화 가속도…이르면 9월께 추가 지분매각 전망"
211,14, 2021.07.20 10:26,"우리은행 ""강북에서도 금융자산 30억 이상 고객 대상 상담 시작"""
212,15, 2021.07.20 09:22,"""30억 이상 자산가 모신다""··· 우리은행 본점에 강북 초고액 자산..."
213,16, 2021.07.20 09:16,"우리은행, 본점에 30억원 이상 자산가 특화점포 개설"
214,17, 2021.07.20 08:55,"우리은행, 강북지역 초고액 자산가 대상 특화점포 개점"
215,0, 2021.07.20 11:08,"우리금융, 민영화 가속도…이르면 9월께 추가 지분매각 전망"
216,1, 2021.07.20 10:26,"우리은행 ""강북에서도 금융자산 30억 이상 고객 대상 상담 시작"""
217,2, 2021.07.20 09:22,"""30억 이상 자산가 모신다""··· 우리은행 본점에 강북 초고액 자산..."
218,3, 2021.07.20 09:16,"우리은행, 본점에 30억원 이상 자산가 특화점포 개설"
219,4, 2021.07.20 08:55,"우리은행, 강북지역 초고액 자산가 대상 특화점포 개점"
220,5, 2021.07.20 10:16,"우리은행, 강북 30억 이상 자산가 대상 특화점포 개점"
221,6, 2021.07.20 09:33,"우리은행, 강북지역 초고액 자산가 대상 'TCE 본점센터' 개설"
222,7, 2021.07.20 08:53,"우리은행, 본점에 초고액자산가 대상 특화점포 개점"
223,8, 2021.07.19 11:09,"우리카드, 우리금융 통합 멤버십 '우리WON멤버스' 오픈"
224,9, 2021.07.16 15:24,"우리금융지주, 21일 기업설명회 개최"
225,10, 2021.07.14 19:37,"우리은행, 인니 '우리소다라은행'에 1억달러 투자"
226,11, 2021.07.14 18:01,"우리은행, 인도네시아 우리소다라은행에 1,100억원 투자"
227,12, 2021.07.14 17:27,"우리은행, 인도네시아에 1억달러 추가투자"
228,13, 2021.07.14 16:17,앱 하나로 보험·결제·계좌조회…우리금융의 '디지털 퍼스트'
229,14, 2021.07.14 16:15,"우리금융그룹, 전담부서 신설·온실가스 관리 확대…""차별화된 ESG경영 ..."
230,15, 2021.07.14 14:56,"우리금융지주, 2020지속가능경영보고서 발간"
231,16, 2021.07.14 11:24,"우리금융, 지속가능경영 보고서에 ESG경영 강화 포함"
232,17, 2021.07.14 11:00,"우리금융, '2020 지속가능경영보고서' 발간"
233,18, 2021.07.14 10:59,"우리금융, ‘2020 지속가능경영보고서’ 발간"
234,0, 2021.07.14 19:37,"우리은행, 인니 '우리소다라은행'에 1억달러 투자"
235,1, 2021.07.14 18:01,"우리은행, 인도네시아 우리소다라은행에 1,100억원 투자"
236,2, 2021.07.14 17:27,"우리은행, 인도네시아에 1억달러 추가투자"
237,3, 2021.07.14 16:17,앱 하나로 보험·결제·계좌조회…우리금융의 '디지털 퍼스트'
238,4, 2021.07.14 16:15,"우리금융그룹, 전담부서 신설·온실가스 관리 확대…""차별화된 ESG경영 ..."
239,5, 2021.07.14 14:56,"우리금융지주, 2020지속가능경영보고서 발간"
240,6, 2021.07.14 11:24,"우리금융, 지속가능경영 보고서에 ESG경영 강화 포함"
241,7, 2021.07.14 11:00,"우리금융, '2020 지속가능경영보고서' 발간"
242,8, 2021.07.14 10:59,"우리금융, ‘2020 지속가능경영보고서’ 발간"
243,9, 2021.07.14 09:42,"우리은행, 사이버 공격 및 개인정보 유출 대응 모의훈련 실시"
244,10, 2021.07.14 09:33,"우리은행, CEO 주재 사이버공격 대응 모의훈련 실시"
245,11, 2021.07.14 08:52,"우리은행, 사이버 공격 및 개인정보 유출 대응 모의훈련 실시"
246,12, 2021.07.13 14:34,우리은행 본점 12층서 8명 코로나 확진
247,13, 2021.07.12 17:56,"우리금융 ""ESG에 100조 투자"""
248,14, 2021.07.12 10:05,"우리금융, 2050년까지 탄소배출량 '제로'로"
249,15, 2021.07.12 15:01,"우리금융, ESG금융 100조원 지원 선언…“범국가적 시급한 아젠다”"
250,16, 2021.07.12 14:29,"우리금융, 2050년 '탄소중립' 선언…2030년까지 ESG금융 10..."
251,17, 2021.07.12 11:45,우리금융 “2030년까지 ESG금융 100조 지원”
252,18, 2021.07.12 11:05,"우리금융, ESG금융 100조원 지원"
253,19, 2021.07.12 10:46,"우리금융 ""2030년까지 ESG금융에 100조원 지원"""
254,20, 2021.07.12 10:19,"우리금융그룹, 2030년까지 ESG금융에 100조원 지원"
255,21, 2021.07.12 10:16,"우리금융, ESG금융에 100조 쏟는다...탄소배출 제로화도 추진"
256,22, 2021.07.12 09:49,"우리금융, ‘그룹 ESG 비전 및 중장기 추진전략’ 발표"
257,23, 2021.07.12 09:12,"우리금융, 2030년 ESG금융 100조 지원·2050년 탄소배출 제..."
258,24, 2021.07.12 09:08,"우리금융, '우리가 만드는 더 나은 세상' ESG 비전 선포"
259,25, 2021.07.12 09:03,"우리금융, '우리가 만드는 더 나은 세상' ESG 비전 선포"
260,26, 2021.07.11 19:40,"우리은행, 가상자산 수탁 서비스 진출"
261,0, 2022.01.27 12:41,우리금융 새 사외이사 선임...은행 등 8개 자회사 CEO 인선 시동
262,1, 2022.01.27 12:02,우리금융 매각에 4분기 공적자금 9133억원 회수…‘껑충’
263,2, 2022.01.27 12:01,4분기 공적자금 9133억 회수...우리금융 매각 덕분
264,3, 2022.01.27 12:00,우리금융 지분 매각 효과…공적자금 누적 회수율 70% 돌파
265,4, 2022.01.27 11:22,"우리은행, 디지털 리터러시 강화…'DT! 우리의 미래' 발간"
266,5, 2022.01.25 17:45,"[단독] 예보, 우리금융 잔여지분 5.8% PEF등에 매각 추진"
267,6, 2022.01.25 16:00,"금감원, 우리금융·우리은행 종합검사 설 이후로 연장"
268,7, 2022.01.25 10:41,"우리금융캐피탈, 금소법 위반 논란에 시끌"
269,8, 2022.01.25 07:55,"우리금융지주, 금융 불안정성 확대로 부담 .. 이익 안정성은 높다-키움"
270,9, 2022.01.24 18:30,"우리금융, 취약계층 설 먹거리 지원"
271,10, 2022.01.24 17:29,"우리금융, 설맞이 ‘우리희망상자’…취약층에 떡국떡 등 전해"
272,11, 2022.01.24 14:21,"우리금융, 설 맞아 취약계층에 '우리희망상자' 지원"
273,12, 2022.01.24 13:58,"우리금융, 사회 취약 계층에 명절 음식 등 '우리희망상자' 전달"
274,13, 2022.01.24 13:46,"우리금융, 설맞이 취약계층에 '우리희망상자' 지원"
275,14, 2022.01.24 11:47,"우리금융, 설맞이 취약계층에 '우리희망상자' 지원"
276,15, 2022.01.24 17:44,우리금융 자회사 대표 선임…젊은피 대거 교체 여부 주목
277,16, 2022.01.24 14:14,"우리금융, 설 맞아 취약계층에 '우리희망상자' 지원"
278,0, 2021.07.14 09:33,"우리은행, CEO 주재 사이버공격 대응 모의훈련 실시"
279,1, 2021.07.14 08:52,"우리은행, 사이버 공격 및 개인정보 유출 대응 모의훈련 실시"
