,Unnamed: 0,날짜,기사제목
177,5, 2021.11.08 17:49,'메타버스' 시동거는 신한은행... 자체 스테이블코인 발행 추진
178,6, 2021.11.08 15:21,"신한은행, 자체 스테이블코인 발행 추진"
179,7, 2021.11.08 11:14,‘신한은행만의 메타버스’ 구축 시동
180,8, 2021.11.08 09:44,[단독] 신한은행 가상자산 보유 검토…자체 메타버스에 필요
181,9, 2021.11.08 17:18,"은행권, 내년 대출 관리 새판짜기 돌입… ‘모범생’ 신한은행 참고할까"
182,10, 2021.11.08 17:10,"신한은행 배달앱 '파격 실험'…""목표는 돈벌이 아닌 데이터"""
183,11, 2021.11.08 15:08,디지털 금융 신사업 드라이브 거는 신한은행
184,12, 2021.11.08 16:35,"신한銀, 홍콩핀테크위크서 디지로그 브랜치 홍보"
185,13, 2021.11.08 16:05,"신한은행, 홍콩핀테크위크서 디지로그 브랜치 홍보"
186,14, 2021.11.08 15:28,"신한은행, '홍콩 핀테크 위크' 행사에서 디지로그 브랜치 홍보"
187,15, 2021.11.08 14:15,"신한은행, ESG전시회 ‘2021 아트프라이즈 강남’ 후원"
188,16, 2021.11.08 13:43,"신한은행, 종합 예술 전시 아트라이즈 강남 후원"
189,17, 2021.11.08 10:56,"신한銀, '2021 아트프라이즈 강남' 후원"
190,18, 2021.11.08 10:51,"신한銀, ‘2021 아트프라이즈 강남’ 후원...""ESG 경영 일환"""
191,19, 2021.11.08 10:07,신한銀 배달앱 ‘땡겨요’ 포용금융 실험 통할까
192,20, 2021.11.08 04:05,"신한은행 'Hey Young(헤이영)', 카드 캐시백·적금 5.5%금리..."
193,0, 2021.11.08 15:08,디지털 금융 신사업 드라이브 거는 신한은행
194,1, 2021.11.08 14:15,"신한은행, ESG전시회 ‘2021 아트프라이즈 강남’ 후원"
195,2, 2021.11.08 13:43,"신한은행, 종합 예술 전시 아트라이즈 강남 후원"
196,3, 2021.11.08 10:56,"신한銀, '2021 아트프라이즈 강남' 후원"
197,4, 2021.11.08 10:51,"신한銀, ‘2021 아트프라이즈 강남’ 후원...""ESG 경영 일환"""
198,5, 2021.11.08 13:53,더존비즈온·신한은행 '기업 디지털 금융 상품' 출시
199,6, 2021.11.08 10:27,"더존비즈온, 신한은행과 ‘기업 디지털 금융 상품’ 출시"
200,7, 2021.11.08 11:14,‘신한은행만의 메타버스’ 구축 시동
201,8, 2021.11.08 09:44,[단독] 신한은행 가상자산 보유 검토…자체 메타버스에 필요
202,9, 2021.11.08 10:07,신한銀 배달앱 ‘땡겨요’ 포용금융 실험 통할까
203,10, 2021.11.08 04:05,"신한은행 'Hey Young(헤이영)', 카드 캐시백·적금 5.5%금리..."
204,11, 2021.11.07 18:33,신한은행-더존비즈온 기업통장 출시
205,12, 2021.11.07 15:45,"‘한도 제한없이 편하게’…신한銀, ‘더존x신한 쏠비즈 기업통장’ 선봬"
206,13, 2021.11.07 14:04,"신한은행, 더존비즈온과 '더존 x 신한 쏠비즈' 출시"
207,14, 2021.11.07 13:29,"신한은행, 더존비즈온 전략투자 후 첫 협업 기업통장 출시"
208,15, 2021.11.06 19:46,"신한銀, '더존 x 신한 쏠비즈 기업통장' 출시"
209,16, 2021.11.05 18:32,"신한은행, 한도 제한없는 '기업통장' 첫 출시"
210,17, 2021.11.05 18:07,"신한은행, 지분 투자 더존비즈온과 기업통장 출시"
211,18, 2021.11.05 17:34,"'한도제한없이 편하게'신한은행, ‘더존x신한 쏠비즈 기업통장’ 출시"
212,19, 2021.11.05 17:27,"신한은행, 더존비즈온과 기업금융 라인업 강화"
213,20, 2021.11.05 17:23,"신한은행, 지분 투자한 더존비즈온과 '기업통장' 첫 출시"
214,21, 2021.11.05 17:17,"신한은행, 은행권 첫 100% 비대면 기업통장 출시...더존비즈온 E..."
215,22, 2021.11.05 17:11,"신한은행, ‘더존 x 신한 쏠비즈 기업통장’ 출시"
216,23, 2021.11.05 15:05,"""금융X재미 콘텐츠, MZ와 통했다""…신한은행 SNS 구독자 200만 ..."
217,24, 2021.11.05 11:22,"신한은행, 공식 SNS 채널 합계 200만 팔로워 돌파"
218,0, 2021.11.08 04:05,"신한은행 'Hey Young(헤이영)', 카드 캐시백·적금 5.5%금리..."
219,1, 2021.11.07 18:33,신한은행-더존비즈온 기업통장 출시
220,2, 2021.11.07 15:45,"‘한도 제한없이 편하게’…신한銀, ‘더존x신한 쏠비즈 기업통장’ 선봬"
221,3, 2021.11.07 14:04,"신한은행, 더존비즈온과 '더존 x 신한 쏠비즈' 출시"
222,4, 2021.11.07 13:29,"신한은행, 더존비즈온 전략투자 후 첫 협업 기업통장 출시"
223,5, 2021.11.06 19:46,"신한銀, '더존 x 신한 쏠비즈 기업통장' 출시"
224,6, 2021.11.05 18:32,"신한은행, 한도 제한없는 '기업통장' 첫 출시"
225,7, 2021.11.05 18:07,"신한은행, 지분 투자 더존비즈온과 기업통장 출시"
226,8, 2021.11.05 17:34,"'한도제한없이 편하게'신한은행, ‘더존x신한 쏠비즈 기업통장’ 출시"
227,9, 2021.11.05 17:27,"신한은행, 더존비즈온과 기업금융 라인업 강화"
228,10, 2021.11.05 17:23,"신한은행, 지분 투자한 더존비즈온과 '기업통장' 첫 출시"
229,11, 2021.11.05 17:17,"신한은행, 은행권 첫 100% 비대면 기업통장 출시...더존비즈온 E..."
230,12, 2021.11.05 17:11,"신한은행, ‘더존 x 신한 쏠비즈 기업통장’ 출시"
231,13, 2021.11.05 15:05,"""금융X재미 콘텐츠, MZ와 통했다""…신한은행 SNS 구독자 200만 ..."
232,14, 2021.11.05 11:22,"신한은행, 공식 SNS 채널 합계 200만 팔로워 돌파"
233,15, 2021.11.05 15:03,"신한금융, '대한민국 지속가능성보고서상' 수상"
234,16, 2021.11.05 11:14,"신한금융, '대한민국 지속가능성보고서상' 수상"
235,17, 2021.11.05 10:14,"신한금융, 대한민국 지속가능성보고서상 수상"
236,18, 2021.11.05 09:44,"신한금융, '대한민국 지속가능성보고서상' 수상"
237,19, 2021.11.05 11:02,"신한벤처투자, 2300억원대 펀드 결성… “한국판 뉴딜 유니콘 육성”"
238,20, 2021.11.05 09:35,"""고배당주에서도 더 상승 가능한 종목 고를 수 있다""-신한"
239,21, 2021.11.05 08:28,"신한금융, '2021 신한 스퀘어브릿지 스타트업 콘퍼런스' 성료"
240,22, 2021.11.04 17:08,"'로봇 은행원' 시대 열렸다…신한은행, 업계 첫 '지점봇' 운영"
241,23, 2021.11.04 14:48,"신한은행, 단순업무는 로봇이…‘지점봇’ 시범 사업 "
242,0, 2021.11.05 17:23,"신한은행, 지분 투자한 더존비즈온과 '기업통장' 첫 출시"
243,1, 2021.11.05 17:17,"신한은행, 은행권 첫 100% 비대면 기업통장 출시...더존비즈온 E..."
244,2, 2021.11.05 17:11,"신한은행, ‘더존 x 신한 쏠비즈 기업통장’ 출시"
245,3, 2021.11.05 15:05,"""금융X재미 콘텐츠, MZ와 통했다""…신한은행 SNS 구독자 200만 ..."
