,Unnamed: 0,날짜,기사제목
795,9, 2021.12.21 17:50,"엔씨, 글로벌 ESG 평가 성적표 'A'"
796,10, 2021.12.21 11:16,"엔씨, 국내외 ESG 평가 성적표 'A'"
797,11, 2021.12.21 10:32,"엔씨소프트, 글로벌 ESG 평가에서 A등급 획득"
798,12, 2021.12.21 11:01,"엔씨소프트, 글로벌 ESG 평가에서 A 등급 획득"
799,13, 2021.12.21 10:13,"엔씨소프트, 글로벌 ESG 평가 'A'…""국내 게임사 중 최고"""
800,14, 2021.12.20 14:03,"장원영 그룹 '아이브', 엔씨 유니버스에 떴다"
801,15, 2021.12.19 17:51,"엔씨, AI 윤리 정립에 앞장"
802,16, 2021.12.19 14:39,"엔씨, 세계 석학들과 AI 윤리 정립하다"
803,17, 2021.12.18 09:21,"""엔씨소프트, 4분기 실적 컨센서스 하회 전망""…목표주가 하향"
804,18, 2021.12.17 16:24,"엔씨 AI 주도한 윤송이, ‘AI 윤리정립’ 위해 하버드·스탠퍼드와 손..."
805,19, 2021.12.17 09:50,"엔씨소프트, 신작 관련 비용 증가…목표가↓-삼성증권"
806,20, 2021.12.17 09:19,"""엔씨소프트, 눈높이 조정 필요하나 성장성 유효"""
807,21, 2021.12.17 08:40,"엔씨소프트, 4분기 실적 비용 증가…목표가↓ 90만원-삼성"
808,22, 2021.12.17 08:37,"""엔씨소프트, 리니지W 안정화…4분기 실적 눈높이는 낮춰야""-삼성"
809,23, 2021.12.17 08:34,"엔씨소프트, 4·4분기 실적 컨센서스 하회 전망···내년엔 성장 모멘..."
810,24, 2021.12.17 08:13,"엔씨소프트, 4Q 실적은 눈높이 낮춰야-삼성"
811,25, 2021.12.14 06:04,"[2021 베스트 변호사] 권형수, 이마트·엔씨소프트 등 대형 부동산 ..."
812,0, 2021.10.01 11:30,"""초심으로 돌아가겠다""…절치부심 엔씨, 주가도 복귀할까"
813,1, 2021.10.01 08:07,"엔씨소프트, 블소2 반영해 목표가↓…리니지W 흥행은 기대-신한"
814,2, 2021.10.01 07:52,"엔씨소프트, 실적 추정치 하향…목표가 16%↓-신한"
815,3, 2021.10.01 07:51,"엔씨소프트, 목표주가 78만..16.1%↓-신금투"
816,4, 2021.10.01 07:38,"'과금논란' 엔씨소프트, 과금모델 바꿨다…""민심은 천심"""
817,5, 2021.09.30 17:15,린저씨 돌아와주세요…엔씨 결국 비즈니스모델까지 바꾼다
818,6, 2021.09.30 12:56,"엔씨 ""리니지 본연의 재미로 돌아가겠다""…'과금모델 대폭 축소' 약속"
819,7, 2021.09.30 10:46,"위기의 엔씨 “대표적 과금시스템, 리니지W엔 없다”"
820,8, 2021.09.30 16:02,‘아인하사드’ 삭제 초강수 둔 엔씨소프트…돌아선 유저 마음 되돌릴까
821,9, 2021.09.30 15:53,"‘착한 리니지 나올까’ 엔씨, 대대적 변화 도입"
822,10, 2021.09.30 15:51,"[증시이슈] ‘신작 기대감’ 엔씨소프트, 간만에 5%대 반등"
823,11, 2021.09.30 15:32,'리니지W' 과금 구조 개편 발표에 엔씨 5%↑
824,12, 2021.09.30 15:32,"엔씨소프트, 과금 모델 개편 기대감에 5% 급등"
825,13, 2021.09.30 15:14,"[특징주] ""신작, 기존 과금 모델 버린다"" 선언한 엔씨소프트···주..."
826,14, 2021.09.30 13:42,"[특징주]엔씨소프트, 신작 게임 출시 앞두고 급등"
827,15, 2021.09.30 15:00,"""한달새 33%↓ 엔씨 드디어 볕드나""…신작 발표 효과 장중 7% 급등"
828,16, 2021.09.30 11:52,"엔씨소프트, 리니지W BM 개편 실현...'아인하사드' 도입 안해"
829,17, 2021.09.30 11:38,"엔씨, 리니지W 11월 4일 글로벌 출시(종합)"
830,18, 2021.09.30 11:34,"엔씨소프트, 리니지M·2M 아인하사드 시스템 전면 개편"
