title,date
겜회사가 신작 다섯개 준비한다는데,2022.02.14 14:19
트릭스터는 안버렸다,2022.02.14 14:19
신작5개 티징 냈는데 생각했던 주가상승 아니네?,2022.02.14 14:18
블소2도버렷나본대?,2022.02.14 14:17
호랑이형님웹툰풍 게임 프로젝트E,2022.02.14 14:15
엔씨 시가총액이,2022.02.14 14:15
"로스트아크, 도깨비한테 안되자나",2022.02.14 14:14
아니 주식은 미래를 보고 투자를 하는건데,2022.02.14 14:13
리니지w 벌써 버리나?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022.02.14 14:13
실적발표1일전 ,2022.02.14 14:12
북미진출한 로아는 주말 스팀동접 138만 ㅋㅋ,2022.02.14 14:12
실적이 기대되네,2022.02.14 14:12
한국형요괴판타지 신작 끝내주는데요 ?,2022.02.14 14:12
여기다 주절 글쓸시간에 단타족들은 아침에 매집해놨을껄??,2022.02.14 14:11
고생많다,2022.02.14 14:11
멍청한 찬티 그자체,2022.02.14 14:11
"외인,기관 엔씨 저가 매집중~",2022.02.14 14:10
잘생각해봐?,2022.02.14 14:10
신작5개 누가해?,2022.02.14 14:09
전쟁나면,2022.02.14 14:09
대만.홍콩 1위 = 어닝서프라이즈,2022.02.14 14:09
신작 출시 = 시총 -2조씩 날아감 ㅋㅋㅋㅋㅋ,2022.02.14 14:09
엔씨 매수 안한,2022.02.14 14:08
내일 기업설명회 급등 기대하는 흑우있누?,2022.02.14 14:08
ㅋㅋㅋㅋㅋㅋNC한테 얻어맞고 안티한테 화풀이 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2022.02.14 14:07
내일 패대기 치려고 기지개 피는거면 어쩌려고,2022.02.14 14:07
주식 나락 가니깐 헐레벌떡 신작 5개 나옴ㅋㅋㅋ,2022.02.14 14:06
대한민국 아직 정의가 살아있구만,2022.02.14 14:06
낙폭과대,2022.02.14 14:06
NC 5종게임 만들면 머함??,2022.02.14 14:05
엔씨는 신규유저 못잡는 이상 가망이 없다.,2022.02.14 14:03
아침부터 개미 대량 매도,2022.02.14 14:03
와 진짜 과학이긴 과학이다.,2022.02.14 14:02
940주 오늘도 방끗 웃는다 58.3,2022.02.14 14:02
안사면되지 왜 ㅈㄹ이냐 밥먹고할짓없냐 등시나,2022.02.14 13:59
공매도 디?다,2022.02.14 13:59
엔씨 신작 = 리니지 카피본 ㅋㅋㅋㅋㅋ,2022.02.14 13:58
미안타 내 한번만 살리도..,2022.02.14 13:57
