title,date
사짜들 너무 많다..,2022.02.04 11:32
3자배정 블럭딜한다고 소문 다내놔서,2022.02.04 11:30
주가조작 신고하자,2022.02.04 11:27
전자신문 주가조작 두마리 거래소에 신고함,2022.02.04 11:25
주가 9마넌 확정이네,2022.02.04 11:12
넷마블 삼대장?,2022.02.04 11:11
회사 무대응 ,2022.02.04 11:04
종가는 99500원,2022.02.04 11:00
여기 애들 주식 원투데이임?,2022.02.04 10:54
완전 제기 불능 만드네,2022.02.04 10:52
방가 OOO야,2022.02.04 10:50
CJ ENM이 넷마블 지분매각하는게,2022.02.04 10:47
박스줍는 할배다…,2022.02.04 10:44
어제9프로하락,2022.02.04 10:41
개잡주입니다. 쳐다도 보지 마세요!!,2022.02.04 10:39
100000,2022.02.04 10:38
선생님들... 생각들좀 하시고 가만히 계십시오,2022.02.04 10:32
단타개미 천국~~,2022.02.04 10:30
회사 대응 이따위로 할래~~,2022.02.04 10:29
세력,2022.02.04 10:28
찌라시 무대응 쓰레기회사 ㅋㅋ,2022.02.04 10:25
저점 확인 됐고,2022.02.04 10:18
다른 게임주도 이정도는 오른다..,2022.02.04 10:17
어제 급락할땐 찌라시가지고,2022.02.04 10:17
전량매도 완료. 나는 반만 챙긴다.,2022.02.04 10:09
다신 이 가격 안온다,2022.02.04 10:09
종필이랑 모간이 저점매수 킹받네...,2022.02.04 10:09
월요일 기대,2022.02.04 10:08
오옹,2022.02.04 10:08
"101,250 / 108,855",2022.02.04 10:06
니미,2022.02.04 10:02
주가,2022.02.04 10:01
한번에 3300주 던지는건 ?,2022.02.04 09:59
어제 공매 14만주 지금거래량 17만주 ,2022.02.04 09:54
아 개아깝네 ,2022.02.04 09:53
이제내려주나?ㅋㅋ,2022.02.04 09:42
주가 개박살나도 가만히 있는 넷마블,2022.02.04 09:42
9시이전에 넷마블 대응 예상했는데,2022.02.04 09:42
어제 일에대해,2022.02.04 09:41
적당히 올리고 내려가자,2022.02.04 09:39
회사 제정신이냐???,2022.02.04 09:39
기회입니다 마지막으로 가실때 식사라도 하라고 ,2022.02.04 09:37
오늘 겜주 전반적으로 시세받는데,2022.02.04 09:37
그냥 지분 팔아라 진짜 외국기업에 인수절차 들어가라,2022.02.04 09:34
넷플릭스나 디즈니에서 인수하면 떡상?,2022.02.04 09:34
외국인도 당해버리는 공매도 ㅋㅋㅋ,2022.02.04 09:31
국밥 한그릇 하러 왔습니다,2022.02.04 09:29
야야야야 방금 4000찍은거 봤지?,2022.02.04 09:28
작전주 답다,2022.02.04 09:26
야야 이러지말고 더 내려가,2022.02.04 09:25
자기자리 찾아가자~~,2022.02.04 09:25
무근이형님 왔다가셨나?,2022.02.04 09:24
오버행X 경영권O 이슈라고 장전에 말 햇제 ㅋㅋ,2022.02.04 09:24
ㅋㅋㅋㅋㅋㅋㅋㅋㅋ개꿀 매수 타이밍 10500 500주 매수  냠냠,2022.02.04 09:16
넷마블 주식 평생 묻어버립시다.,2022.02.04 09:15
어제 판 기관 외국인들만 바보됐네,2022.02.04 09:14
그냥 팔아 마이크로소프트가 인수하면 돼,2022.02.04 09:12
1차매수 완료,2022.02.04 09:10
허위사실로 -8%빼고,2022.02.04 09:10
3천주매도완료 성투하세요,2022.02.04 09:09
넷마블 대처를 해라!!!!!!,2022.02.04 09:09
그만좀 징징대라,2022.02.04 09:09
공시를 왜안하냐,2022.02.04 09:05
이건 시작에 불과하다,2022.02.04 09:04
주가조작 고소해야한다~,2022.02.04 09:03
사실무근,2022.02.04 09:01
인버쓰으~~,2022.02.04 09:00
내 피같은 돈 100만원을 어제 태웠는데... 잘한짓인지 원,2022.02.04 09:00
이제,2022.02.04 09:00
OOO아 주가관리안하냐,2022.02.04 08:59
블록딜 때문이 아닌가,2022.02.04 08:58
망했나요??,2022.02.04 08:55
사실무근 이라는 저 단어가 정말 거슬리네요,2022.02.04 08:55
말나오면,2022.02.04 08:50
블록딜이 무슨 오버행이슈임? 경영권이슈지ㅋㅋ,2022.02.04 08:49
■ 사실무근 ㄷㅈ래? 어제 털엇다고 ㅜㅜ,2022.02.04 08:45
공매도와 기사,2022.02.04 08:44
허위기사 낸 기자한테,2022.02.04 08:44
기술주 폭락,2022.02.04 08:40
사실무근이라는것도 뉴스로나왔네..  공시는 안올라오는구만,2022.02.04 08:40
회사가 쓰레기네~~,2022.02.04 08:39
망했나요??,2022.02.04 08:38
사실무근 이라고 합니다 정정기사 나왔슴돠,2022.02.04 08:32
넷마블 대처해라,2022.02.04 08:32
최대 주주 변경 가능성,2022.02.04 08:29
폭락?? 아무 의미 없다.,2022.02.04 08:27
메타 폭락,2022.02.04 08:18
미안한 말이지만 ,2022.02.04 08:16
텐센트 1대주주 가즈아,2022.02.04 08:16
시총 4조 가격은 5만원 강력하게 제시해드림.,2022.02.04 08:15
9만부터 부랄매수갑니다,2022.02.04 08:08
넷마블 본사앞 트럭시위 동참하실분,2022.02.04 08:08
대장 메타도 적자나는 폭락 ㅋㅋㅋ,2022.02.04 08:05
큰 하락에도 안흔들리는 이유,2022.02.04 07:57
지옥이네 ,2022.02.04 07:50
적정주가 4만원대,2022.02.04 07:49
넷마블 지분 비율을 유지하기 위해,2022.02.04 07:48
킹실무근 사실인가요?,2022.02.04 07:35
사실 무근이고 나발이고,2022.02.04 07:17
사실무근,2022.02.04 07:05
넷마블 대처해라 ,2022.02.04 06:51
Ggg,2022.02.04 06:09
시브럴 매각 사실무근 이라네!!!!,2022.02.04 06:05
참 어이가없네요ㅜㅜ,2022.02.04 06:01
"(필독)넷마블, 반드시 반등은 시작된다.(최대주주 등장)그날이 온다.",2022.02.04 05:51
38000원정도에 매수가 맞을듯,2022.02.04 05:11
불면증 ,2022.02.04 04:58
적정주가 8.5,2022.02.04 04:56
방시혁씨,2022.02.04 04:16
방준혁씨,2022.02.04 02:46
"웃긴건,? 악잰데  10만원 안 무너진다.",2022.02.04 01:03
전자신문인가? 듣보언론 찌라시 기자 명단,2022.02.04 01:02
방탄 진 군대 4분기실적 사드추가배치 블록딜,2022.02.04 00:35
간단하게 생각해봐,2022.02.04 00:34
누가 대표로 손해배상 청구 소송할사람 없음?,2022.02.04 00:26
사실무근 형님 또 등장 했네 오늘 산 사람이 승자다.,2022.02.04 00:21
카더라 기자 손해배상청구,2022.02.04 00:13
157.000,2022.02.04 00:04
넷마블 답변 및 대응 처리 똑바로 안할래~~,2022.02.03 23:50
내일부터 10만 깨지면,2022.02.03 23:48
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ개웃기네,2022.02.03 23:43
하이브 vs 에스엠,2022.02.03 23:39
숏커버링 ?,2022.02.03 23:38
사실무근,2022.02.03 23:32
Cj가 제일 불쌍하지,2022.02.03 23:26
사실무근,2022.02.03 23:25
배당은 주나? ,2022.02.03 23:25
SM 1월 21일자 공시,2022.02.03 23:24
사실무근이라는 기사도 사실무근이다,2022.02.03 23:22
윤석열 -주식양도세 폐지,2022.02.03 23:21
신춘 호구 문예 대회,2022.02.03 23:16
당신은 풀매충 입니까? 단타꾼입니까?,2022.02.03 23:14
상한가 재료에 보합종목도 있다,2022.02.03 23:13
보초병만 개작살 놨네,2022.02.03 23:10
회사,2022.02.03 23:09
사실무근이라.,2022.02.03 22:59
사실무근 호재인지 악재인지...,2022.02.03 22:58
찌라시 유포한 기자 검찰 고발해야함,2022.02.03 22:58
블록딜 사실무근인데,2022.02.03 22:52
허위정보 유포 기자,2022.02.03 22:44
cj enm 관계자 피셜 사실무근,2022.02.03 22:42
부엉이바위로 가자,2022.02.03 22:39
어차피 이런 회사는..,2022.02.03 22:30
호구 혹우 흐구 흑우 흑우 흑우,2022.02.03 22:29
사실 무근이란다,2022.02.03 22:25
Cj관계자 사실무근 기사,2022.02.03 22:22
개빡치지만 없는 돈이라 치고,2022.02.03 22:20
더이상 공매칠 대차도없어,2022.02.03 22:14
cj 지분 매각 확정!!!,2022.02.03 22:14
이런이슈가 나왔는데 아니면 아니다 맞으면 맞다 확정을 지어줘야지 쓰래기들아,2022.02.03 22:06
"넷마블 자체 코인, '코드명 X'로 등장할까",2022.02.03 22:05
오늘 +3% 이상이어야할 주식이...,2022.02.03 21:56
증권사애들이 괜히 목표주가 비싸다고 앵앵,2022.02.03 21:53
유튜브.넷마블 2대주주 지분 매각설 대응책(2월3일),2022.02.03 21:53
와 이렇게나 주가가 똥값인데,2022.02.03 21:47
내일은 0.5% 반등주고 다음주 부턴 8자 구경한다,2022.02.03 21:47
이 bingsi 회사 문제가 머냐면,2022.02.03 21:44
"손실 금액,",2022.02.03 21:37
"그냥,",2022.02.03 21:32
완벽한,2022.02.03 21:31
제이콘텐트리랑 넷마블,2022.02.03 21:28
물탄다고 많이들샀네,2022.02.03 21:26
물탄다고 많이들샀네,2022.02.03 21:32
남 얘기 안같은 병맛 주식노래 발견ㅋㅋ,2022.02.03 21:25
넷마블 ,2022.02.03 21:23
이정도면 공매도랑 한편이냐?,2022.02.03 21:21
이래서 한국 주식은 하는거 아니다,2022.02.03 21:13
오늘 폭락 좀 이상하긴 합니다.,2022.02.03 21:09
운이 진짜 좋으면,2022.02.03 20:59
정확히 매수구간 시작여,2022.02.03 20:53
머선129,2022.02.03 20:52
넷마블이 이렇게 될거같다,2022.02.03 20:48
적정가 4만원 으로 봄,2022.02.03 20:42
예전에 넷마블 사셨던 분들 보는 것 같네요 ,2022.02.03 20:41
배당이나,2022.02.03 20:39
이거 께임줍니다,2022.02.03 20:37
내일 사야지,2022.02.03 20:37
ㅋㅋㅋ,2022.02.03 20:35
최소 8마넌 밑으로 담으삼,2022.02.03 20:32
안망해,2022.02.03 20:26
기아차도 2만원찍고 반등하고,2022.02.03 20:25
고민들 많죠?,2022.02.03 20:24
아니 그냥 구글플레이를 키시고 최고매출 순위 보세요,2022.02.03 20:21
이 글 보시면 위로가 될 겁니다~,2022.02.03 20:17
너넨 X된겁니다 ㅋㅋㅋㅋ,2022.02.03 20:12
이딴회사는 게임성을봐도 4조 정도가 적당함,2022.02.03 20:09
주가관리로는 대한민국 1등 개잡주!!,2022.02.03 20:06
부모님 한테 상속받은 ,2022.02.03 20:04
주주분들 우리  쫌!!!  솔직해 집시다!!,2022.02.03 20:03
개작두를 대령하라,2022.02.03 20:01
천삼백 손절쳤다 ,2022.02.03 19:59
솔직히 오를지 내릴지,2022.02.03 19:59
ㅆㅣㅂ 평단 나보다 높은사람 없을듯,2022.02.03 19:59
gogu 나타나면 꼭 먼가 터진다,2022.02.03 19:58
공매 씨바락것들! 니들 다쳐묵어라!!,2022.02.03 19:57
코로나 이전 가격,2022.02.03 19:55
진짜 슈박꺼 !! 주가관리 방가대가리 같이 하네,2022.02.03 19:53
처참하다 시발..,2022.02.03 19:50
넷마블 주가관리 안하나,2022.02.03 19:49
늦어도 담주 안으로 공시 내겠지,2022.02.03 19:45
안좋네요,2022.02.03 19:38
최초 기사 쓴 두 기자의 성향,2022.02.03 19:36
진짜 방가 대가리 터트리고 싶다!!,2022.02.03 19:35
"방준혁 넷마블, 방시혁 하이브 서로 메타로 가는길",2022.02.03 19:34
진짜 쓰레기같은 회사네,2022.02.03 19:32
하이브가 사겠네,2022.02.03 19:25
어이!! 방가야!! 지분 전부 매도하자!!,2022.02.03 19:23
오늘열받아 한잔하고있다,2022.02.03 19:23
그래두,2022.02.03 19:19
고점 개미들 아직 살아있수??,2022.02.03 19:11
개잡주를 개잡주라는데,2022.02.03 19:09
난 욕도 못하겠네~쓰벌,2022.02.03 19:04
죽자...,2022.02.03 19:02
오늘은 원래 묻지마 상승아닌가요?,2022.02.03 18:54
기술적으로봤을땐 9만원찍고올라올가능성도 많음,2022.02.03 18:52
9일날 뭐라고 씨부리는지 들어나보자..,2022.02.03 18:44
9만원 갈듯,2022.02.03 18:42
개미쉐리들 8만간다 하니 그 가격은 절대 안가겠구나,2022.02.03 18:42
방가의 시련.. ,2022.02.03 18:36
95000원 정도면 몰빵 쳐도 괜찮겠네.,2022.02.03 18:35
개인적 생각,2022.02.03 18:33
만약에 ,2022.02.03 18:33
시바 게임출시언제하냐,2022.02.03 18:33
8만 1차 매수,2022.02.03 18:31
주담이 확정된거 아니랬는데,2022.02.03 18:30
ntp로 호객하고 매각설로 털고,2022.02.03 18:25
청와대게시판에 기자들실명까도됨?,2022.02.03 18:25
순진개미들 패가망신주 그피해가 엄청납니다 ,2022.02.03 18:23
회사는 왜 입장표명도 없냐,2022.02.03 18:22
8마넌 오면 몰빵할게요 ,2022.02.03 18:21
오늘 빠지는건,2022.02.03 18:19
주가관리로는 대한민국 1등 개잡주!!,2022.02.03 18:18
더 큰 고점을 찍으면 더 큰 저점이 온다,2022.02.03 18:07
공시도 안나왔는데,2022.02.03 18:07
누가 얼마에 사냐가 중요하지,2022.02.03 18:02
장내로 물량나오는 블록딜이 있고 물량 안나오는 블록딜이 있다!,2022.02.03 17:59
방준혁=?,2022.02.03 17:57
오늘 들어왔는데 나 그럼 나가린가?,2022.02.03 17:56
[삭제된 게시물의 답글]악성찬티들 희망회로풀가동중 ㅋㅋㅋ,2022.02.03 17:57
100가지 이슈가 있으면,2022.02.03 17:55
5분남았다 공시가 안나온다.. 뭐여 하락폭이큰데 공시를안한다고?,2022.02.03 17:55
아니 왜떠러짐?,2022.02.03 17:53
CJ도 참 지지리도 못났다.,2022.02.03 17:53
낼은 약속의 금욜~,2022.02.03 17:51
종가 입성이긴한데,2022.02.03 17:51
단체로 고소합시다~그리고 조회공시 요구,2022.02.03 17:48
9만블~,2022.02.03 17:45
여기떨어지는 이유 ,2022.02.03 17:45
17분남았다... 공시가안올라온다~~,2022.02.03 17:44
차트만보면 회사 만년적자나서 부도난줄 알겠다ㅋㅋ,2022.02.03 17:38
주린이들아 시외라도 잡아. 왜?,2022.02.03 17:36
찌라시하나뜨고 공매도 영혼까지 쳐버리네ㅋㅋ,2022.02.03 17:36
방준혁이가 주담대 받아서 CJ 물량 매수한다에,2022.02.03 17:34
너무하긴 하다,2022.02.03 17:33
걱정말아요,2022.02.03 17:33
지금있는 기사에도 ,2022.02.03 17:27
레볼루션은 언제나온대냐?,2022.02.03 17:21
